id,sentimen,tweet,emoticon_score,ortografi,exclamation,lexicon_score,jj,neg,lexicon_pos_score,lexicon_neg_score
2606,1,coba cek wit barcodenya nga untung tidak matre tertawa,0,0.0,0,1,0,1,2,1
2607,1,ngucapin bahagia birthday 24 adik nursehah smoga berkah umur amp,0,0.0,0,2,0,0,2,0
2608,1,alhamdulilah untung mama ,0,0.0,0,2,0,0,2,0
2609,0,   tunggu busway tunggu beras rakyat miskin jahannaam http t co npalzubcmi,0,0.06666666666666667,1,-1,1,0,0,1
2610,0,rayu cowo kadal emotxtawa w cantik tidak pacar sih suka lagu nyanyiin lagu mainin spty manis deh bibir suka bibir bgitu basihabis,1,0.0,0,2,1,1,4,2
2611,0,iya ugm cantik ugm tampan tidak ugm juara ugm prestasi fisik tuhan prestasi usaha protesdewe,0,0.0,0,3,0,1,4,1
2612,0,isi kalimat manis redam penat sembul semangat mood booster gombal hilang ganti omel versi digital bos suka pedes bikin trauma buka,0,0.06896551724137931,0,0,1,0,3,3
2613,0,njir dada belah kiri sakit,0,0.0,0,-1,1,0,0,1
2614,0,antri sih iya tunggu tanda tangan wadek akademik masyaallah bget yak elemen urus dtng iya puasa dtng lambat pulang cepat hm,0,0.0,0,0,1,0,1,1
2615,1,jujur sayang tidak buang hidup nama tidak padam hati,0,0.0,0,2,0,2,4,2
2616,1,terima kasih mbak novitasarilaras service macbook auditorium nurcholish madjid universitas paramadina,0,0.0,0,1,0,0,1,0
2617,0,bilang ig ngupload yah kali pas ngrampok bang live selingkuh live tewtew upload kenal ig blockir menhub,0,0.06060606060606061,0,2,0,0,2,0
2618,0,indosat indoshit,0,0.0,0,0,0,0,0,0
2619,1,santai o,0,0.0,0,1,0,0,1,0
2620,1,kalah tetep neng timnas langsung gbk,0,0.09090909090909091,1,-1,0,0,0,1
2621,1,senang ikut seminar mbak semangat alhamdulilah jzklh hadir adik,1,0.0,1,3,0,0,3,0
2622,1,matur nuwun heru sudjatmoko abdi layan panjenengan jawa moga sehat umur sukses kagem panjenengan tegaklurus satukomando,0,0.0,0,2,0,0,2,0
2623,1,mari marak ramadhan bulan milad al quran tidak turun wahyu bawa malaikat nya nabi muhammad saw,0,0.2413793103448276,0,0,0,1,0,0
2624,1,hah kakak mandi mandi cantik duyu,1,0.0,0,1,0,0,1,0
2625,0,mantab dingin ngopi goreng,0,0.0,0,-1,0,0,0,1
2626,0,males salon ode,0,0.0,1,-1,0,0,0,1
2627,0,langsng ganti chenel rcti film nya malam jumat film dewasa tayangin ,-1,0.0,0,0,1,0,1,1
2628,0,saudara anjing cuuk anjing emotxtawa pribadi golong tagih gih orang emotxtawa bonekselamanyajancok,2,0.0,0,-1,0,0,0,1
2629,0,beres cari jatuh da tidak tidak gedebuk jatohnya cari cari cari tidak pedahal posisi tidak pindah pindah kaca hwhy sih kesal,0,0.0,0,-1,1,4,0,1
2630,0,tertawa najis,0,0.0,0,0,1,0,1,1
2631,0,males ah si afra pikun dasar si nenek males dua temenya ,-1,0.0,0,-3,0,0,0,3
2632,0,kaki lemas badan pegal hidung sumbat kepala super berat tangan pegal pegal apan,0,0.0,0,-1,2,0,0,1
2633,1,selamat buka puasa jalan,0,0.0,0,2,1,0,2,0
2634,1,habis sahur sembahyang subuh balek tidur bangun jam 6 30 ruang jam 7 5 menit sptinya apresiasi dpet mandi seragam pakai bedak gincu jalan 25 menit,0,0.0,0,0,0,1,0,0
2635,0,cemburu men tidak cemburu jelous emotxtawa cemburu gthu cmburu tertawa,1,0.0,0,0,0,1,3,3
2636,1,tote bang bagus kualitas pakai,0,0.0,0,1,1,0,1,0
2637,0,netz ngebash suka tidak pakai mikir deh,-1,0.0,0,1,1,1,1,0
2638,0,ikhlas iya iyabuk mulut samar dengar kamar diam pikir,0,0.0,0,-1,0,0,0,1
2639,0,tidak tarik pdhal enak lho gaji tunjang uang pensiun munafik sih ahbego orang,0,0.0,0,-1,1,1,1,2
2640,0,males kamar longok kaya orang bego,0,0.0,1,-1,1,0,0,1
2641,0,sebel sangat sekdes ribut kirim foto batik pas kirim tidak buka  3 2 1 males sangat buka 47 chat,0,0.0,0,-2,1,1,1,3
2642,1,aduh keren matap dulur tiada hnti sayang bumi smoga tular daerah antero nkri,0,0.0,0,0,1,0,1,1
2643,0,tertawa jujur sayang bohong tertawa bohong jual hayo,0,0.0,1,3,0,0,5,2
2644,1,ithn doa bersamakucinta buat tahan tanah asing,0,0.0,0,0,1,0,1,1
2645,0,telepon cs suruh tunggu lapor 7 menit go on kabar cs suruh tunggu sangat aneh,0,0.0,0,-1,1,0,0,1
2646,0,dar mas cari sebab dollar lambung kasih statement giring opini,0,0.0,0,1,0,0,1,0
2647,1,oma dokter dika tolong pasangin gocar pulang iya downloadin aplikasi gojek oma gocar pulang selamat tuju happily ever after,0,0.0,0,1,2,0,1,0
2648,0,pergi lepas menahanya tidak nyaman,1,0.0,0,-1,1,1,0,1
2649,1,yah suka namjoon cakep personality talent jatuh cinta namjoon coba tonton solo vlive pakai pajama ryan jatuh cinta,0,0.0,0,4,0,0,4,0
2650,1,syukur pacar cerita sayang bikin pacar nyaman cemburu buta,0,0.0,0,2,0,0,3,1
2651,1,moga lebaran gembira menpar antusias harap program bazarpesonamudiklebaran genpitng,0,0.0,0,4,0,0,4,0
2652,0,tidak kuat usaha,0,0.0,0,-1,1,1,0,1
2653,1,oh my god sesuai sayang bagus punya aanak menang bahagya,0,0.45454545454545453,9,1,3,0,3,2
2654,1,aamiin selamat pagi hebat moga gembira,0,0.0,0,5,1,0,5,0
2655,1,doa mana dasar kangen usahain minggu ketemu papalove you so much daddy sayang papabersyukur pas papa mas hidup papa sayang bicara sayang cinta iya medsos,0,0.0,0,5,1,0,6,1
2656,1,selamat tidur sayang mimpi indah yh tidur belai peluk hangat tidur mu nyenyak,0,0.0,0,4,2,0,4,0
2657,1,ku erti teka teki mu kalimat indah tidak ku sadar tulis ku tidak sangka jatuh cinta mudah sahabat ku,0,0.0,0,2,1,2,2,0
2658,1,yes terima kasih ani besok iya li terima kasih ani sayang i m god   he how,0,0.0,1,3,0,0,3,0
2659,1,inget jaman sd kelas 3 aan pulang sekolah mampir rumah main nonton meteor garden mamah mandi makan pulang telepon mamah tertawa,0,0.02564102564102564,0,2,1,0,2,0
2660,0,musim kemarin ucl musim europa league sombong,0,0.0,0,0,0,1,1,1
2661,1,tiga puluh pilih 300 orang daftar iya tidak asa bangga workshop ajar fajar arcana agus noor semo gumira ajidarma workshopcerpenkompas-workshopcerpenkompas015 tsygmc foto,0,0.023255813953488372,0,0,0,1,1,1
2662,0,yah persija vs persib dibatalin payah ah,0,0.0,1,-1,1,0,0,1
2663,0,kesan via vallen vs persija sih wanita vs sexual harassment oijangan bikin kesan persija dukung sexual harassment simic bicara sembarang layak ganjar karir bola tidak ganggu uno tetep wakil gubernur,0,0.0,0,0,1,1,3,3
2664,0,peras kaya mangil-mangil nama eh tv,0,0.0,0,0,1,0,0,0
2665,0,tdr tidur bgn tdr yaseperti ngerasa aneh tidak enak hati bawa istighfar bgn tdr sedih mikir tidak puguh sangat coba,-1,0.0,0,-3,1,2,1,4
2666,0,blio kasih nyata ofensif menag pas rapat dpr travel agent umroh haji wel tahu iya kapasitas,0,0.038461538461538464,0,1,1,0,2,1
2667,0,rejimpanik ulama kriminalisasi saudara bacok rumah sahabat lempar bom mobil bunda bakar mau sih tidak takut mundur roiggantipresiden,0,0.0,0,-3,1,1,1,4
2668,1,park woojin sayang cinta apresiasi makan enak peluk hangat kopi panas cokelat panas serah deh bahagia pokok inti park woojin bahagia,0,0.0,0,3,2,0,4,1
2669,1,cantik langsung tidur iya balesin mentabnya besok peje kasih cok cok sayang baby,0,0.0,0,3,0,0,3,0
2670,0,ngusut teroris tahan damai nkri etdah gausa bawa aparat hukum penting politik situ bicara bicara nunjukin komentar pantes alumni ui biar tidak khalayak,0,0.05263157894736842,0,-3,3,1,0,3
2671,1,cakap kakak avanya pakai kerudung alim kakak,1,0.0,0,1,0,0,1,0
2672,0,spertinya man of steel film film superman tidak mledak film trilogi dark knight,0,0.0,0,0,0,1,0,0
2673,1,mkasih aji selamat ulang,0,0.0,0,1,1,0,1,0
2674,1,selamat jalan sholat subuh  ,0,0.0,0,2,1,0,2,0
2675,0,suka makan sirip hiu tenggelam tidak bu ikan gede metromini dimamam sirip makan bodynya,0,0.0,0,3,0,1,3,0
2676,0,coba mayan sibuk skripsi berat badan ayushita turun kg,0,0.0,0,-1,0,0,0,1
2677,0,parah ah mah ah,0,0.0,0,-2,1,0,0,2
2678,0,lulus sastra inggris bicara bahasa inggris curiga curious suspicious untung tidak bicara delicious yaallah s s,-2,0.047619047619047616,1,0,0,1,1,1
2679,1,a emotxtawa gemes duo dumberku asuma ngucapin ulang oikawa hshahs emotxtawa h emotxtangis selamat ulang sampahkawa ku kangen tidak muncul muncul,1,0.0,0,1,2,1,2,1
2680,1,bahagia nya simple-simple sesimple panah nunjukin bensin motor apaansi nama gerak arah ful,0,0.0,0,1,1,0,1,0
2681,0,banci,0,0.0,0,0,0,0,0,0
2682,0,sebel sangat deh senior kerja kakak perempuan tauteiung selesai lho untung tidak pegang pisau,0,0.0,0,2,1,1,3,1
2683,1,wajar tidak cowok menang gara gara nahan kangen nya tidak ketemu he tidak sih tidak sayang nahan kangen menang jarang sih ketemu kaya tertawa,0,0.0,0,-2,4,4,3,5
2684,1,percaya coba hikmah uji usaha jalan,0,0.0,0,0,0,0,0,0
2685,0,ish sial sangat teman emotxtawa xp,1,0.0,0,-1,0,0,0,1
2686,1,hmiya neng kasih kado buat inget tanggal lahir anniv wes bahagia rasane pekaitupenting,0,0.0,0,1,0,0,1,0
2687,1,malam minggu tidak takut balet asyik orang hebat,0,0.0,2,2,1,1,2,0
2688,1,sungha jung keren habis ddah,0,0.0,0,1,1,0,1,0
2689,0,mantap tidak tolak sih maruk,0,0.0,0,2,1,1,2,0
2690,0,biasa macet sangat sih kotae sih jokowi bzzt,0,0.0,0,-1,1,0,0,1
2691,0,jijik lihat cowok pakai ski jeans ngetat sangat tidak laki hm taram,0,0.0,0,-1,2,1,0,1
2692,1,tidak miskami exols tunggu susah payah nya datangin exo semagat misfighting aeris bakalam ketemu uri exo sedih,0,0.0,0,-2,0,1,1,3
2693,1,selamat pagi,1,0.0,0,1,0,0,1,0
2694,1,selamat pagi sayang,1,0.0,0,2,0,0,2,0
2695,0,presiden biar kelompok bangkang pancasila nkri hidup republik lawan,0,0.05,0,0,0,0,1,1
2696,0,ku bingung deh fans jatuh idola orang sih tidak damai tidak kerja ngejatuh-ngejatuhin orang,0,0.0,0,-4,1,2,0,4
2697,1,moga jaga jaga sbagai dukung periode tidak malu ayo kuat satu periode jokowi,0,0.0,0,5,0,1,6,1
2698,0,kesal kakak perempuan sekolah siang sih  sayang banget  siapa mah kayak mei,-1,0.0,0,-1,1,0,1,2
2699,0,tua odong  iya kaya mario bros iya tertawa,-1,0.0,0,0,2,0,1,1
2700,0,ah tidak balas kesal titik,0,0.0,0,0,1,1,1,1
2701,1,pagi mah nasi uduk mas he irvanardiant tertawa lauk pagi yah rt ullandey lontong sayur enakitu irvanardiant,0,0.03333333333333333,0,0,0,0,1,1
2702,1,wartegnya money detector keren habis menara citicon  http t co yderobqdwi,0,0.0,0,1,0,0,1,0
2703,0,mau hadiah khayru ummah perintah suruh ma ruf cegah munkar tidak kenyang tidak makan,0,0.0,0,-2,1,2,0,2
2704,1,rumah mana rindu pulang raga rindu peluk kasih rindu sayang rindu pecah apa kaki lang rumah pulang,0,0.0,0,3,0,0,4,1
2705,0,hidup ioth hidup hambalang hidup ektp hidup pln mangkrak tidak korupsi,0,0.038461538461538464,5,5,0,1,5,0
2706,0,iya tutup mata jabat pinter etika kabinet main serang berani berani etika dmna kabinet gundul,0,0.0,0,2,1,0,3,1
2707,1,sahabat teman setia sat duka hati,1,0.0,0,2,1,0,2,0
2708,0,iya takut layan nya ambil orang heipelayanan tuhan tuhan percaya aneh pakai main fitnah jatuh orang iya,0,0.0,0,-1,1,0,1,2
2709,1,saat tidak daya kuasa sempurna ku percaya mukjizat nyata kuat roh yatuhan ku doa mukjizat nyata,0,0.0,0,5,2,1,5,0
2710,1,emotxtawa h terima kasih dat-dat iul ipal o den eva seru,1,0.0,0,2,1,0,2,0
2711,1,bahagia bahagia tengah keluarga,0,0.0,0,2,0,0,2,0
2712,1,gika mikha tambayong cantik sangat nora,1,0.0,0,1,0,0,1,0
2713,1,walopun alur loncat man of steel mayan bagus suka sebel bulu dada akang   https t co pgaahvfhuo,0,0.0,0,1,1,0,2,1
2714,0,wakil gubernur beda politik bully tong sampah jerman prihatin coba hub mas presentasi tangan sampah scra integreted murah konsep p pramono anung,0,0.0,0,-4,1,0,1,5
2715,1,selamat ulang si kembar sehat sehat iya salam ayah bunda,1,0.0,0,3,3,0,3,0
2716,1,selamat pagi tuhan yesus  others komando lintas laut militer pic ,0,0.0,1,0,0,0,1,1
2717,1,tosbanget emotxtangis kenal suara kali pas ostnya man from the star sumpah langsung jatuh cinta,-1,0.0,0,2,2,0,2,0
2718,1,terima kasih keras kasih army musik kualitas musik keren musik inspiratif musik sembuh sehat,0,0.0,0,3,3,0,4,1
2719,1,oldmoneygangerasain telepon pakai hp 2 detik 2 detik gratis 2 detik kena pulsa tut tut halodimana matiin telepon tut tut angkat telepon drmh matiin telepon eneg,0,0.0,0,1,1,0,1,0
2720,1,alhamdulillah moga momen sangat contoh bangsa ummat islam sambung jalin kuat tali silaturahmi bawa berkah,0,0.0,0,3,0,0,3,0
2721,1,beliau balas takut tinggal bicara og hng si ku kagum beliau tidak jahat gambar rangkai tweetku beliau butuh ku temenku bicara beliau,1,0.0,0,5,1,1,5,0
2722,0,min tidak awat transjakarta metro mini basway 60 mobil nya masalah,0,0.0,0,0,0,1,0,0
2723,1,cinta tak jalan seti tulus tuntun seti tulus,0,0.0,0,3,0,0,3,0
2724,1,not only educated isteri sahabat kasih isteri suami in shaallah niat nuhayang tunjuk allah swt,0,0.0,0,1,0,0,1,0
2725,1,beliau sana dengar sembari senyum cerita potong orang orang masuk tanda tangan ujung inti tidak dua uji duluan beliau tertawa wibawa teduh,0,0.0,0,6,0,1,6,0
2726,0,perintah pusat usaha sejajar bangsa indonesia bangsa orang usaha turun derajat bangsa bangsa emis malak,0,0.05,0,-1,0,0,0,1
2727,0,tidak akhir sakit kepala sih periksa disaranin sih      ,0,0.0,0,1,0,1,2,1
2728,1,hati penuh cinta biar tuhan dengar engkau damping ku kelak tidak dunia damping ku akhirat,0,0.0,0,2,0,1,2,0
2729,0,kucing tadu tengkar padu suara sih x x,-1,0.0,0,-1,0,0,0,1
2730,1,mantap pagi nasi uduk emak sendokiran orang,0,0.0,0,1,0,0,1,0
2731,1,alhamdulilah min main pondok senang kangen aduh campur aduk deh masa mondok,0,0.0,0,0,1,0,2,2
2732,0,kuliah sampai informatif edukatif sih lihat ramai hmingin komentar sih tidak fokes profesi andaajah,0,0.0,0,2,3,1,3,1
2733,1,selamat buku nasional beres baca buku harap pinjeman buku emotxtawa,2,0.0,0,1,1,0,1,0
2734,1,sambut cinta duhai sayang cinta biar sentuh hati selamat malam wanita tidak mungkin temu indah ku milik ku,0,0.0,0,3,1,1,3,0
2735,1,cinta aneh usaha hapus hati muncul pikir,0,0.0,0,0,1,0,1,1
2736,0,ah elah bikin tidak nyaman tertawa,0,0.0,1,-1,1,1,1,2
2737,0,kali gancit kecewa berat baristanya bikin minum beranta baik lengos tidak bikin emosi please jual jasa tidak hormat usaha harga orang,0,0.0,0,-1,2,2,2,3
2738,0,habis manis sepah buang ngomongnya manis ujung ujung drama,0,0.0,0,0,2,0,2,2
2739,0,si nalar tidak sehat fans persija tidak nyanyi dangdut seronok goyang via vallen sopan,0,0.0,1,0,1,2,1,1
2740,0,4 pas kirim si kurir telepon ngeluh mager nganter alamat ketemu titik itu tidak susah nomor puter arah arah kendara jalan,0,0.0,0,2,0,1,2,0
2741,0,certnya kmren pas ibdah saksi siibu kali selingkuh suami si sabar awlnya pkir bodo iya dislngkuhin kali diam,0,0.0,0,1,1,0,2,1
2742,0,moon cintars sedi sangat cinta segienam matek ngarep si nikah si nikah si sad ending,0,0.0,1,0,0,0,1,1
2743,1,gela gelamasih tidak nyangka nonton langsung berkat mamang mamang warung kopi hemat keluar makan,0,0.0,0,0,0,1,0,0
2744,0,muka tidak cari muka bukti kerja lahyang onoh cari muka nya tua,0,0.0,0,0,1,1,0,0
2745,0,iya sih sumpah soulmate kali us p emotxtawa teman kaya acu tertawa,0,0.0,0,1,1,0,1,0
2746,1,tidak sih yauda duduk pangku ah malu ramai tidak tarik tangan ihkok ngeselin sayang,-1,0.0,0,1,1,2,2,1
2747,0,angin sih kadang tindak kadang tidak tidak konsisten tidak fair tidak fair iya pmlik mbl pas parkir situ tindak kitu sanes,0,0.0,0,-1,1,5,1,2
2748,0,bicara bicara sembarang kasihan pki jadi kambing hitam ros,0,0.07142857142857142,0,-3,0,0,0,3
2749,0,harga sepatu 13 6 jt bicara rakyat miskin harga sepatu 13 6 jt 6 x rata umr rakyat bicara miskin rakyat,0,0.022727272727272728,0,-2,2,0,0,2
2750,0,anak nevolone marah grgr anton,0,0.0,1,-1,0,0,0,1
2751,0,cewek tuk rang orang cowok suka gampangin cewek biar ciwi-ciwi luar sn baik waspada suka digituin iya serah iya orang tidak populer bikin sep,0,0.0,0,-1,2,1,2,3
2752,1,hari padat sangat senang wish me luck healthy deh minggu fingers crossed,0,0.0,0,0,0,0,1,1
2753,0,telekomunikasi down matek pusing,0,0.0,0,-1,0,0,0,1
2754,1,dosen enak diajakin bicara terharutidak sih ngobrolin tesis suruh leyeh malaikat turun dosen sih subhnallah,1,0.0,0,0,1,1,0,0
2755,0,bumi pancasila ustadz pantatcina demokrasi thoghut otak,0,0.1,0,1,0,0,1,0
2756,0,jaman panggil nama cewek suka gemetar ngalahin tes pantokhir akmil tidak pap tkatanya tidak sayang sadar woydia cewek usaha mati mati bahagiain ayah rusak gtu nurutin nafsu oldmoneygakngerasain,0,0.0,0,-2,4,3,3,5
2757,0,zonasi kontroversi bikin sktm mobil bayang sktm bentuk doa segera ajar buruk anak arti jujur,0,0.04878048780487805,0,0,2,0,1,1
2758,0,fisik sih lemah e malu ck,0,0.0,0,-1,1,0,0,1
2759,1,selamat malam capai parah  mari tidur tuhan kati o fransiska s,1,0.0,1,1,0,0,2,1
2760,0,waketum gerindrong dongo instagram hapus langgar hukum foto depan kabah langgar hukum,0,0.0,0,-2,0,0,0,2
2761,0,si gendut suruh tidak jalan dasar kebo,0,0.0,2,-1,0,1,0,1
2762,0,mati mati bareng ah sebal hilang sebal,0,0.0,1,-4,2,0,0,4
2763,1,keren iyap manis sangat kata nyindir ngena tidak pacar jan rasain ngenes,0,0.0,0,1,0,1,2,1
2764,0,tertawa sok solat kotor kotor deh tertawa that s right takut jiji geli iyuwh,0,0.0,1,-1,1,0,2,3
2765,1,istri nya cantik sangat yatuhan pesek dikit yahidungnya sayang,0,0.0,0,2,0,0,2,0
2766,1,lihat kasmaran bicara cinta nyengir hati rassanya baby xd juta kali lipatngerasain cinta rasa,2,0.05,0,2,0,0,3,1
2767,1,alloh maha maha romantis bilang tunggu paksa sabar tawakkal alloh alloh bikin merinding saking romantis,0,0.0,0,6,1,0,7,1
2768,1,hapus hempas diri ganti cinta tidak hilang cinta ubah tahan waktu biar cinta cara,0,0.0,0,1,0,1,2,1
2769,1,apa video lab bahak bahak pas sesi ulang daniel si satu aman emotxtawa w,1,0.0,0,1,0,0,1,0
2770,1,usaha ikhlas pasrah hasil serahin atas allah ngatur baik umat usaha tidak menghianati hasil semangatindirisendiri,2,0.0,0,2,1,1,2,0
2771,1,tugas kuliah translate 1 2 halaman minggu sambat tidak abis hajar translate berhalam halaman deadline than 1-1 hours bu motivasi semangat he,0,0.024390243902439025,0,1,1,1,1,0
2772,0,menang mewek tidak karuan gegara galau pulang tidak mutusin tuk tidak pulang kasihan emak ayah mudik mahal cooy,0,0.0,0,-4,1,3,1,5
2773,1,usaisenja srikandiindung pada cinta cinta kepal jantung tidak lupa degup bentuk paru paru tidak tinggal udara tidak hilang us,0,0.0,0,3,0,3,3,0
2774,0,komplot orang lemas,0,0.0,0,-1,1,0,0,1
2775,0,pagi omel   hening zahrotul binawan institute of health sciences ,-1,0.0,0,-1,0,0,0,1
2776,0,berat tidak ikhlas tinggal sesak jadi bekas tim kalah putar final lca pilar mpr 201-201 jakarta,0,0.05,0,-2,0,1,0,2
2777,0,tidak erti ciwi ciwi nyinyirin via vallen korban lho susah dukung gurlz,0,0.0,0,-1,0,1,1,2
2778,0,tidak egois akuin tidak orang kaya,1,0.0,1,1,1,2,1,0
2779,0,pas masuk bilang iyah bingung mana macet aduh ambil order jam kantor pulang macet lampu merah jalan cikampek jorini,0,0.0,0,-3,2,0,1,4
2780,1,iya alah komplit sholat sholat bareng ayo tertawa mandi kam,0,0.0,0,5,0,0,5,0
2781,0,hai tua 3 m ,1,0.0,0,-1,0,0,0,1
2782,1,harus syafaat iya sayyidi iya rasullullah cinta cinta layak cinta harus cari ridhamu iya sayyidi iya rasullullah akhlaq jaga budi pekerti layak budi pekerti umat,0,0.0,0,3,0,0,3,0
2783,0,main ayo kezrt,-1,0.0,0,1,0,0,1,0
2784,0,iya lacur tidak wenang laki laki ngelecehin lacur lacur tidak gratis consent belah this is why the parah enemy of feminim is women itself,0,0.0,0,-2,0,2,0,2
2785,1,sayang koko sayang koko kemarin sayang koko sayang koko 2 jam sayang koko besok sayang koko besok lusa sayang koko,0,0.0,1,7,0,0,7,0
2786,1,kerja tidak ganggu hobi hobi tidak rugi kerja mari olahraga tweeps,0,0.0,0,1,1,2,1,0
2787,1,tiket bioskop ayat cinta disimpen dijadiin batas buku nonton empat jaman rsut keluarga definisi syukur nengokin ajak jalan asrama sebentar,0,0.0,0,2,1,0,2,0
2788,0,tolong tugas polisi jalan tol cipularang 101 arah jakarta malam lempari kendara pakai batu salah korban mohon aman,0,0.0,1,-1,1,1,0,1
2789,0,hape habis service tidak aplikasi sayur garem apworld keapus naseb,0,0.0,3,0,0,1,0,0
2790,1,purnama pasang benci cinta purnama sinar bawah pasang sejati pasang sohor alam jagad raya,0,0.0,0,3,0,0,4,1
2791,1,cepat sangat 3 pesan langsung terima kasih iya mas koleksi pustaka fakultas psikologi univ pancasila,0,0.0,0,2,1,0,2,0
2792,0,politis bicara jual agama pilih dukung tanda tidak tidak nalar tidak daya kreasi udahgituaja,0,0.0,1,0,0,3,1,1
2793,1,sabar bahagia hati sadar tuhan,0,0.0,0,4,0,0,4,0
2794,0,salah iya hm   ,-1,0.0,0,-1,1,0,0,1
2795,1,cyberlove tertawa anak muda jaman tertawa,0,0.0,1,3,0,0,3,0
2796,1,seyou again when i seyou jogja partner sukses libur kemarin butuh bantu libur jogja hotel 5 6 juli,0,0.029411764705882353,0,1,0,0,1,0
2797,0,faedah ondel-ondel iya cuma cari sumbang ngibur orang tidak iya lihat pakai tatap kosong faedah ondel-ondel keliling cuma dar bang misi numpang,0,0.0,0,1,1,1,2,1
2798,1,selamat pagi nusantara moga dalam lindunganya selamat aktivitas,0,0.0,0,3,1,0,3,0
2799,1,bapa surgawi tidak diam tunggu doa nya butuh paham terima kasih,0,0.0,0,4,0,1,4,0
2800,0,bangsay serius kaya anak smash tertawa nanyain celana merah,0,0.0,0,1,3,0,2,1
2801,0,looh rendah semangat lindung perempuan sih cewek galak laki block share-share indonesia,0,0.0,1,0,0,0,1,1
2802,0,emosi mentionan sheungwanie,0,0.0,0,-1,0,0,0,1
2803,0,naik tarif dasar listrik tarif tol naik harga bbm kala harga minyak dunia turun impor garam beras tani negri panen iya gila rezim mbk,0,0.0,0,0,1,0,0,0
2804,0,ngomel diginiin bang ojolnya nyolot bilang ikut macet jalan normal rugi neng bensin mbak muter balik rugi what the hel,0,0.0,0,-1,4,0,1,2
2805,1,selamat istirahat pria ,0,0.0,0,1,1,0,1,0
2806,0,jilat pantat zohri iri takut akuanggap si zhri saudara ambi jilat pantat kali habis berak hiy ambilhah,0,0.0,0,-1,1,0,0,1
2807,1,yeay selamat pagi m c ulang 10 lho ,1,0.0,1,1,1,0,1,0
2808,0,bahasa kotor jan pakai cukie may lobang pending semvuck,-1,0.0,0,-1,0,0,0,1
2809,1,oldmoneygakngerasain kumpul kumpul rumah teman teman motor teriakin woy standaar pas orang nengok sembunyi,2,0.0,0,1,2,0,1,0
2810,1,sbyudhoyono jokowi ahok meninsipirasi ksh haji peduli biaya angkut eh,0,0.0,0,1,1,0,1,0
2811,0,sibuk,0,0.0,0,-1,0,0,0,1
2812,1,runtuh ego mudah kasih lembut pecah keras hati untung milik,0,0.0,0,3,1,0,3,0
2813,0,dudeplease she s better than nyanyi dangdut generasi ngumbar toket paha gosip kawin cerai situ tidak ngerubah image biduan khalayak ramai timviavallen,0,0.0,0,-2,1,1,1,3
2814,0,indonesia milih artis tidak filter apaya orang yonglek followersnya bagus sih maju coba indonesia iya allah,0,1.0,0,2,1,1,2,0
2815,0,bilang selo suruh kerja ogah-ogahhan lelah kerja lil ikhlas lelah tidak pikir tidak pikir untung alam ajar,0,0.0,0,0,0,2,3,3
2816,1,congratulations on your ist holly communion xellent mommy papa ompung unty tulang bou xaviera are so bahagia to be able to witnesdan accompanya you on this special day moga xellent tumbuh anak senang hati tuhan salur berkat orang,0,0.0,0,4,0,0,4,0
2817,0,jam gin apartement  nyampenya coba yailah gendut cih,-1,0.0,1,-2,1,0,0,2
2818,0,tidak bikin status galau ig sekali bikin kepopada sotoylangsung jadi bahan gosip sok pangnyaho na weh sebel efeklgdatengtamu,0,0.0,0,-4,1,1,0,4
2819,0,ngerasa sangat alam kopi ngeshift cafe tidak sesuai ekspektasi butuh sangat alam bidang kopi part time coffeshop solusi,0,0.0,0,-1,1,1,0,1
2820,0,coba hubung cakung prosedur beli 5 jumat tidak difollow up service maksindo,0,0.0,0,0,0,1,0,0
2821,1,jalan jalan cari suasana tahu nikmat alam,0,0.0,0,1,0,0,1,0
2822,0,ubah munafik,0,0.0,0,-1,0,0,0,1
2823,1,arliyangit keren a emotxtawa h ekspresi bangga ahsan sujut sukur,1,0.0,0,1,0,0,1,0
2824,0,iya sampai puter puter pokok pia palen salah pokokmen gurl pantes indonesia orang ngalami leceh seksual pilih diam iya gmna netizen indon indon,0,0.0,0,-2,2,0,1,3
2825,1,kwetiau sedapnyo,1,0.0,0,0,0,0,0,0
2826,0,pola tidur beranta yawla minggu ampe bener-bener merem habis sahur deh j setb mesti bangun kerja,0,0.0,0,0,0,0,1,1
2827,1,bangun mas kabupaten sidrap sulawesi selatan lambat banding negara but not bad,0,0.0,0,-1,0,0,0,1
2828,1,moga hari senang iya ayo semangat,0,0.0,1,4,0,0,4,0
2829,1,cinta rencana cinta tidak cinta sejati tnp sengaja detak jantung irama hasil moment penuh arti keseleocinta efekgabisatidur,0,0.0,0,-1,2,1,3,4
2830,1,lindsey stirling sih keren habis a,0,0.0,0,1,0,0,1,0
2831,1,tidak ninggalin tidak nyakitin sayang iya hei icintayou sayang tidak,0,0.0,0,1,0,3,2,1
2832,0,ingin beli henti 1 kalimat,0,0.0,0,0,0,0,0,0
2833,1,asekdapat oleh best paper euy terima kasih mbak jatu,0,0.0,0,1,0,0,1,0
2834,1,terima kasih emotxtawa kece  ,2,0.0,0,2,0,0,2,0
2835,0,supertrap stres emotxtawa ek,1,0.0,0,-1,0,0,0,1
2836,0,wu jahat,0,0.0,1,-1,0,0,0,1
2837,1,jungkook firstly hasut teman bts gada ganteng ganteng cuma jungkook iyain fokus jk lama cinta tertawa,0,0.0,0,3,1,0,4,1
